codigoUasg,nomeUasg,usoSisg,adesaoSiasg,siglaUf,codigoMunicipio,codigoMunicipioIbge,nomeMunicipioIbge,codigoUnidadePolo,nomeUnidadePolo,codigoUnidadeEspelho,nomeUnidadeEspelho,uasgCadastradora,cnpjCpfUasg,codigoOrgao,cnpjCpfOrgao,cnpjCpfOrgaoVinculado,cnpjCpfOrgaoSuperior,codigoSiorg,statusUasg,dataImplantacaoSidec,dataHoraMovimento
990211,ESP-FED PENITENCIARIA FEMININA DA CAPITAL,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95602,96291141000180,46379400000150,0,,True,,2024-03-02T14:46:00
990210,ESP-INSTITUTO GEOGRAFICO E CARTOGRAFICO-IGC,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95567,47209002000159,46379400000150,0,,True,,2024-03-02T14:46:00
990209,ESP-SUBSECRETARIA DE DESENVOLVIMENTO URBANO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95567,47209002000159,46379400000150,0,,True,,2024-03-02T14:46:00
990208,ESP-DIR PLANEJ ORÇAMENTÁRIO SETORIAL - DPOS,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990207,ESP-DIR DE PLANEJAMENTO ESTADUAL - DPE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990206,ESP-GAB SUBSEC GOVERN ENT DESC - SGED,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990205,ESP-GAB SUBSECRETARIA DA RECEITA ESTADUAL-SRE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990204,ESP-SECRETARIA DE CIENCIA TECNOL E INOVAÇÃO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,98501,08678541000185,46379400000150,0,,True,,2024-03-02T14:46:00
990203,ESP-DIVISÃO REGIONAL 3,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,86641,44480283000191,,,,True,2023-07-11T03:00:00.000+00:00,2025-05-15T15:26:00
990202,ESP-FUNDAÇÃO C.A.S.A. - SEDE ADMINISTRAÇÃO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,86641,44480283000191,,,,True,2023-07-11T03:00:00.000+00:00,2025-04-03T14:47:00
990201,ESP-DIVISÃO REGIONAL 4,False,True,SP,72591,3519253.0,IARAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,86641,44480283000191,,,,True,2023-07-11T03:00:00.000+00:00,2025-05-15T15:26:00
990200,ESP-FUNDAÇÃO C.A.S.A. - DRO MARÍLIA,False,True,SP,66818,3529005.0,MARÍLIA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,86641,44480283000191,,,,True,2023-07-11T03:00:00.000+00:00,2025-04-03T14:45:00
990199,ESP-DIVISÃO REGIONAL 2,False,True,SP,64750,3518701.0,GUARUJÁ,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,86641,44480283000191,,,,True,2023-07-11T03:00:00.000+00:00,2025-05-15T15:24:00
990198,ESP-FUNDAÇÃO C.A.S.A. - DR V. PARAÍBA,False,True,SP,70998,3549904.0,SÃO JOSÉ DOS CAMPOS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,86641,44480283000191,,,,True,2023-07-11T03:00:00.000+00:00,2025-04-03T14:45:00
990197,ESP-FUNDAÇÃO C.A.S.A.-DRN R. PRETO,False,True,SP,69698,3543402.0,RIBEIRÃO PRETO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,86641,44480283000191,,,,True,2023-07-11T03:00:00.000+00:00,2025-04-03T14:45:00
990196,ESP-FUNDAÇÃO C.A.S.A.-DRM-NOROESTE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95560,46381000002123,46379400000150,0,,True,2023-07-11T03:00:00.000+00:00,2024-06-28T14:46:00
990195,ESP-FUNDAÇÃO C.A.S.A.-DRM-IV R.TAVARES,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95560,46381000002123,46379400000150,0,,True,2023-07-11T03:00:00.000+00:00,2024-06-28T14:46:00
990194,ESP-FUNDAÇÃO C.A.S.A.-DRM-SUDESTE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95560,46381000002123,46379400000150,0,,True,2023-07-11T03:00:00.000+00:00,2024-06-28T14:46:00
990193,ESP-FUNDAÇÃO CASA - SP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95560,46381000002123,46379400000150,0,,True,2023-07-11T03:00:00.000+00:00,2024-06-28T14:46:00
990192,ESP-GABINETE DO GOV CASA MILITAR,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95604,00000368000150,46379400000150,0,,True,,2024-03-02T14:46:00
990191,ESP-GABINETE DO SECRETARIO SEC. PAR. INVEST,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95603,96480850000103,46379400000150,0,,True,,2024-03-02T14:46:00
990190,ESP-FED-PENITENCIARIA FEMININA SANT ANA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95602,96291141000180,46379400000150,0,,True,,2024-03-02T14:46:00
990189,ESP-FED-PENIT.ESTADO DE SAO PAULO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95602,96291141000180,46379400000150,0,,True,,2024-03-02T14:46:00
990188,ESP-FED-PENIT.DR.WALTER F.P.QUEIROZ,False,True,SP,68799,3538907.0,PIRAJUÍ,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95602,96291141000180,46379400000150,0,,True,,2024-03-02T14:46:00
990187,ESP-FED-PENIT.DR.JOSE A.C.SALGADO DE TREMEMBE,False,True,SP,71978,3554805.0,TREMEMBÉ,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95602,96291141000180,46379400000150,0,,True,,2024-03-02T14:46:00
990186,ESP-FED-HOSP.C.TRAT.PSIQ.PROF.ANDRE T.LIMA,False,True,SP,64297,3516408.0,FRANCO DA ROCHA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95602,96291141000180,46379400000150,0,,True,,2024-03-02T14:46:00
990185,ESP-FED-CTO.PROG.PENIT.DR.JAVERT DE ANDRADE,False,True,SP,70971,3549805.0,SÃO JOSÉ DO RIO PRETO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95602,96291141000180,46379400000150,0,,True,,2024-03-02T14:46:00
990184,ESP-FED-CENTRO PROGR.PENIT.PROF.NOE AZEVEDO,False,True,SP,62197,3506003.0,BAURU,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95602,96291141000180,46379400000150,0,,True,,2024-03-02T14:46:00
990183,ESP-FED-DEPTO.ADM.PROCUR.GERAL DO ESTADO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95600,71584833000195,46379400000150,0,,True,,2024-03-02T14:46:00
990182,ESP-FED-CENTRO DE ESTUDOS-PGE,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95600,71584833000195,46379400000150,0,,True,,2024-03-02T14:46:00
990181,ESP-UNID.COORD.PROJ.TREN SIST.REG.METROP.GSP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95598,66858689000106,46379400000150,0,,True,,2024-03-02T14:46:00
990180,ESP-UNID.COORD.PROG.INVES.TRAN.METR.SP-UCPITM,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95598,66858689000106,46379400000150,0,,True,,2024-03-02T14:46:00
990179,ESP-GABINETE DO SECRETARIO SEC.TRANSP.METROPS,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95598,66858689000106,46379400000150,0,,True,,2024-03-02T14:46:00
990178,ESP-FED-ESTRADA DE FERRO CAMPOS DO JORDAO,False,True,SP,68616,3538006.0,PINDAMONHANGABA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95598,66858689000106,46379400000150,0,,True,,2024-03-02T14:46:00
990177,ESP-ESTRADA DE FERRO CAMPOS DO JORDAO,False,True,SP,68616,3538006.0,PINDAMONHANGABA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95598,66858689000106,46379400000150,0,,True,,2024-03-02T14:46:00
990176,ESP-COORD.DE RELACOES INSTITUC,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95598,66858689000106,46379400000150,0,,True,,2024-03-02T14:46:00
990175,ESP-COORD. DE PLANEJAMENTO E GESTAO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95598,66858689000106,46379400000150,0,,True,,2024-03-02T14:46:00
990174,ESP-FED  PRES.BIODIV.E DOS REC.NATURAIS-FPBR,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95578,56089790000188,46379400000150,0,,True,,2024-03-16T14:46:00
990173,ESP-UNID.DO FOMENTO A CULTURA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-22T14:46:00
990172,ESP-UNID. PRESER DO PATRIM MUSEOLOGICO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-22T14:46:00
990171,"ESP-UNID. DIFUSAO CULTURA,BIBLIOTEC E LEITUR",False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-22T14:46:00
990170,ESP-UNID. DE PRESER DO PATRIM HISTORICO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-22T14:46:00
990169,ESP-UNID. DE FORMACAO CULTURAL,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-22T14:46:00
990168,ESP-GABINETE DO SECRETARIO SEC.CULT.ECON.CRIA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-22T14:46:00
990167,ESP-FED. GAB.SECRETARIO E ASSESSORIAS,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-22T14:46:00
990166,ESP-DEP DE FINANCAS E ORCAMENTO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-22T14:46:00
990165,ESP-DEP DE ADMINISTRACAO CULTURA ECO.CRIATIVA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95575,51531051000180,46379400000150,0,,True,,2024-03-22T14:46:00
990164,ESP-GABINETE DO SECRETARIO E ASSES.SEC.ESP.,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95567,47209002000159,46379400000150,0,,True,,2024-03-22T14:46:00
990163,ESP-AGENCIA PTA HABIT.SOCIAL-CASA PTA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95567,47209002000159,46379400000150,0,,True,,2024-03-22T14:46:00
990162,ESP-FED-COORDENADORIA DE ESPORTES,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95566,47173729000123,46379400000150,0,,True,,2024-03-22T14:46:00
990161,ESP-INSTITUTO DE ZOOTECNIA,False,True,SP,67695,3533403.0,NOVA ODESSA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990160,ESP-INSTITUTO DE PESCA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990159,ESP-INSTITUTO BIOLOGICO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990158,ESP-INSTITUTO AGRONOMICO,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990157,ESP-INST. TECNOLOGIA DE ALIMENTOS,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990156,ESP-INST. ECONOMIA AGRICOLA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990155,ESP-GAB. SECRETARIO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990154,ESP-FED-INSTITUTO DE PESCA-IP,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990153,ESP-FED-INSTITUTO BIOLOGICO-IB,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990152,ESP-FED-INSTITUTO AGRONOMICO,False,True,SP,67695,3533403.0,NOVA ODESSA,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990151,ESP-FED-INST.TECNOL.ALIMENTOS-ITAL,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990150,ESP-FED-INST.ECONOMIA AGRICOLA-IEA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990149,ESP-FED-INST.DE ZOOTECNIA-IZ,False,True,SP,67695,3533403.0,NOVA ODESSA,0,,0,,False,,95562,46384400000149,46379400000150,0,,True,2025-02-25T03:00:00.000+00:00,2025-02-25T18:01:00
990148,ESP-FED-GAB. SECRETARIO E ASSESSORIAS,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990147,ESP-FED-COORD.DEFESA AGROPECUARIA,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990146,ESP-FED-CODEAGRO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990145,ESP-FED-CATI SEMENTES E MUDAS,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990144,ESP-FED-APTA REGIONAL,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990143,ESP-FED. COORD.ASSIST.TEC.INTEGRAL,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990142,ESP-ESC.DESENV.RURAL DE GUARATINGUETA,False,True,SP,64696,3518404.0,GUARATINGUETÁ,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990141,ESP-COORDENADORIA DE ADMINISTRACAO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990140,ESP-COORD.DESENV.AGRONEGOCIO-CODEAGRO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990139,ESP-COORD. DEFESA AGROPECUARIA-CDA,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990138,ESP-COORD. ASSISTENCIA TEC. INTEGRAL - CATI,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990137,ESP-CATI SEMENTES E MUDAS,False,True,SP,62910,3509502.0,CAMPINAS,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95562,46384400000149,46379400000150,0,,True,,2024-03-25T15:15:00
990136,ESP-GABINETE DO SECRETARIO SEC.JUST.CIDADANIA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95560,46381000002123,46379400000150,0,,True,,2024-06-28T14:46:00
990135,ESP-FED-INTERESSES DIFUSOS-FID,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95560,46381000002123,46379400000150,0,,True,,2024-06-28T14:46:00
990134,ESP-COORD. DE INTEGRACAO DA CIDADANIA - CIC,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95560,46381000002123,46379400000150,0,,True,,2024-06-28T14:46:00
990133,ESP-CGA JUSTICA E CIDADANIA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95560,46381000002123,46379400000150,0,,True,,2024-06-28T14:46:00
990132,ESP-FED-POLICIA MILITAR - FEPOM,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95559,46377800000127,46379400000150,0,,True,,2024-03-22T14:46:00
990131,ESP-UN GEST PROJ DIR GEST ESTRAT PROJ-UGPDGEP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:12:00
990130,ESP-UN GEST PROJ DIR GER DE CONTAB-UGPDGCONT,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990129,ESP-UN.GEST.PROJ.COORD.TEC.ADMINISTRACAO,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990128,ESP-UN GEST PROJ DIR GERAL EXEC ADMIN TRIBUT,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990127,ESP-UN GEST PROJ DIR GERAL DE FIN-UGPDGFIN,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
990126,ESP-UN. GESTORA DE PROJETOS DA CONTROLADORIA,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2024-09-23T15:15:00
990125,ESP-UN GEST DE PROJ ESCOLA DE GOV-UGPEGESP,False,True,SP,71072,3550308.0,SÃO PAULO,990000,ESP-SECRETARIA DE GESTAO E GOVERNO DIGITAL,0,,False,,95558,46377222000129,46379400000150,0,,True,,2025-04-17T14:15:00
